,datetime,Open,High,Low,Close,Volume
58,2024-08-01 14:30:00,63000.61,63195.0,62714.0,62753.94,391.11486578
59,2024-08-01 14:45:00,62753.94,63056.0,62716.7,62872.74,402.15163853
60,2024-08-01 15:00:00,62872.73,63393.0,62834.38,63175.75,267.83017536
61,2024-08-01 15:15:00,63175.74,63446.0,63026.0,63278.03,319.59727158
62,2024-08-01 15:30:00,63273.37,63496.0,63165.0,63256.94,250.13065228
63,2024-08-01 15:45:00,63256.94,63578.0,63206.71,63346.4,392.90815981
64,2024-08-01 16:00:00,63394.4,63648.0,63275.0,63475.5,191.45266461
65,2024-08-01 16:15:00,63459.0,63650.0,63270.0,63502.97,163.05179182
66,2024-08-01 16:30:00,63502.85,64338.0,63434.94,64157.31,562.09862522
67,2024-08-01 16:45:00,64157.0,64849.0,64156.68,64687.27,729.54522775
68,2024-08-01 17:00:00,64682.82,64994.0,64556.0,64656.0,422.84426258
69,2024-08-01 17:15:00,64665.97,64995.0,64597.0,64746.32,210.2064311
70,2024-08-01 17:30:00,64746.31,65182.0,64721.0,65025.77,166.76537706
71,2024-08-01 17:45:00,65025.77,65434.0,64802.34,64841.88,352.917781
72,2024-08-01 18:00:00,64838.83,65475.0,64808.0,65278.0,159.92946067
73,2024-08-01 18:15:00,65274.74,65720.0,65182.67,65480.54,270.46139191
74,2024-08-01 18:30:00,65480.54,65704.0,65270.31,65323.12,383.4779176
75,2024-08-01 18:45:00,65323.12,65516.0,65076.7,65116.22,359.79650802
76,2024-08-01 19:00:00,65116.59,65346.0,64920.93,65030.0,308.26946851
77,2024-08-01 19:15:00,65030.0,65194.0,64934.98,65038.0,114.7363598
78,2024-08-01 19:30:00,65039.83,65365.0,64962.6,65210.99,90.56378189
79,2024-08-01 19:45:00,65211.0,65549.0,65170.25,65288.18,105.76196783
80,2024-08-01 20:00:00,65462.0,65557.0,65287.64,65390.0,184.28175341
81,2024-08-01 20:15:00,65383.69,65668.0,65148.22,65157.8,251.71221366
82,2024-08-01 20:30:00,65210.5,65325.0,65051.5,65053.02,183.0103296
83,2024-08-01 20:45:00,65058.28,65268.0,64838.23,64848.81,111.95976159
84,2024-08-01 21:00:00,64845.91,65015.0,64615.24,64710.0,161.3569908
85,2024-08-01 21:15:00,64690.1,64853.0,64500.02,64611.44,120.070705
86,2024-08-01 21:30:00,64609.7,64920.0,64511.99,64782.59,104.16215789
87,2024-08-01 21:45:00,64791.0,64976.0,64576.66,64599.31,68.25813581
88,2024-08-01 22:00:00,64601.54,64910.0,64574.0,64574.61,54.15632103
89,2024-08-01 22:15:00,64577.54,64754.0,63801.42,63895.0,378.26543466
90,2024-08-01 22:30:00,63908.17,64309.0,63588.5,64174.65,344.34310734
91,2024-08-01 22:45:00,64175.33,64530.0,64076.73,64301.78,186.13121834
92,2024-08-01 23:00:00,64301.79,64551.0,64178.2,64288.0,90.09432341
93,2024-08-01 23:15:00,64285.27,64597.0,64225.74,64392.18,63.55646416
94,2024-08-01 23:30:00,64392.09,64661.0,64290.32,64299.99,86.73727351
95,2024-08-01 23:45:00,64298.94,64715.0,64286.97,64546.34,67.42397607
96,2024-08-02 00:00:00,64526.4,64733.0,64421.0,64511.9,46.0426914
97,2024-08-02 00:15:00,64525.48,64700.0,64407.76,64435.12,43.54363121
98,2024-08-02 00:30:00,64435.1,64649.0,64369.65,64464.69,70.67244599
99,2024-08-02 00:45:00,64464.69,64655.0,64426.68,64472.47,61.36320043
100,2024-08-02 01:00:00,64437.7,64630.0,64233.94,64248.15,57.23561441
101,2024-08-02 01:15:00,64250.97,64577.0,64178.19,64384.73,51.80989583
102,2024-08-02 01:30:00,64383.0,64559.0,64080.0,64136.3,194.30174709
103,2024-08-02 01:45:00,64136.3,64357.0,64026.9,64124.63,131.33315947
104,2024-08-02 02:00:00,64124.64,64384.0,63880.17,63962.72,85.98617890999999
105,2024-08-02 02:15:00,63965.4,64166.0,63788.64,63829.11,135.60423635
106,2024-08-02 02:30:00,63814.8,64347.0,63757.92,64155.02,84.408071
107,2024-08-02 02:45:00,64155.03,64729.0,64119.89,64415.86,145.33673678
108,2024-08-02 03:00:00,64411.64,64602.0,64237.5,64274.56,89.26883148
109,2024-08-02 03:15:00,64274.56,64609.0,64122.36,64421.86,74.75195977999999
110,2024-08-02 03:30:00,64421.94,64546.0,64192.22,64280.26,122.00215659
111,2024-08-02 03:45:00,64280.26,64438.0,64072.46,64109.86,155.36008668
112,2024-08-02 04:00:00,64104.89,64466.0,64021.72,64096.0,60.26000671
113,2024-08-02 04:15:00,64046.6,64429.0,63982.65,64272.89,77.85887062
114,2024-08-02 04:30:00,64269.93,64549.0,64233.9,64390.0,65.36597697
115,2024-08-02 04:45:00,64388.14,64679.0,64349.85,64541.18,125.82633891
116,2024-08-02 05:00:00,64541.17,64698.0,64374.99,64417.2,52.64069654
117,2024-08-02 05:15:00,64421.16,64626.0,64352.1,64453.81,40.68037139
118,2024-08-02 05:30:00,64453.81,64679.0,64366.32,64507.0,30.794883950000003
119,2024-08-02 05:45:00,64515.17,64680.0,64422.4,64459.35,49.09573186
120,2024-08-02 06:00:00,64463.1,64628.0,64317.78,64581.0,42.72445617
121,2024-08-02 06:15:00,64411.29,64677.0,64325.88,64475.13,47.4118307
122,2024-08-02 06:30:00,64624.0,64649.0,64388.79,64500.99,53.01840313
123,2024-08-02 06:45:00,64500.99,64951.0,64479.3,64704.63,138.58536835
124,2024-08-02 07:00:00,64704.59,64946.0,64623.0,64721.1,48.68130827
125,2024-08-02 07:15:00,64723.64,65047.0,64671.33,64823.44,117.34249255
126,2024-08-02 07:30:00,64826.34,64975.0,64600.03,64608.1,83.6656992
127,2024-08-02 07:45:00,64620.88,64833.0,64600.05,64605.69,67.4317835
128,2024-08-02 08:00:00,64603.0,64886.0,64597.0,64626.5,69.32408498
129,2024-08-02 08:15:00,64626.5,64827.0,64373.38,64458.83,149.9230897
130,2024-08-02 08:30:00,64464.49,64848.0,64100.0,64305.14,636.43971665
131,2024-08-02 08:45:00,64302.44,65016.0,64285.24,64790.42,302.65731631
132,2024-08-02 09:00:00,64790.41,64929.0,64500.0,64717.9,152.31986828
133,2024-08-02 09:15:00,64717.91,65025.0,64581.92,64850.0,304.96392939
134,2024-08-02 09:30:00,64848.01,65528.0,64800.87,65392.22,870.19433035
135,2024-08-02 09:45:00,65383.23,65581.0,65015.84,65185.1,455.46077151
136,2024-08-02 10:00:00,65188.91,65417.0,64397.0,64585.79,742.61472986
137,2024-08-02 10:15:00,64590.73,65007.0,64479.4,64884.84,259.99207922
138,2024-08-02 10:30:00,64884.84,65136.0,63797.18,63827.47,658.18118472
139,2024-08-02 10:45:00,63821.05,64089.0,63009.09,63096.76,1373.69593722
140,2024-08-02 11:00:00,63077.9,63447.0,62523.37,62552.0,976.34638065
141,2024-08-02 11:15:00,62544.31,63058.0,62346.0,62791.02,739.65249478
142,2024-08-02 11:30:00,62791.01,63486.0,62672.0,63378.67,704.78024114
143,2024-08-02 11:45:00,63378.67,63681.0,63234.64,63356.47,628.93288251
144,2024-08-02 12:00:00,63356.47,63661.0,63144.1,63218.4,251.55556292
145,2024-08-02 12:15:00,63218.44,63494.0,63035.03,63047.25,246.24689702
146,2024-08-02 12:30:00,63071.9,63566.0,62902.0,63376.9,532.32185261
147,2024-08-02 12:45:00,63375.89,63591.0,63160.0,63239.33,375.58929073
148,2024-08-02 13:00:00,63238.79,63529.0,63050.2,63367.68,114.92236323
149,2024-08-02 13:15:00,63366.03,63510.0,63102.36,63170.57,102.42147653
150,2024-08-02 13:30:00,63170.56,63466.0,63135.1,63254.75,70.86777991
151,2024-08-02 13:45:00,63251.82,63434.0,62996.92,63036.0,129.7725021
152,2024-08-02 14:00:00,63050.4,63176.0,62804.16,62910.97,240.52778389
153,2024-08-02 14:15:00,62915.07,63243.0,62891.0,63132.0,125.14445482
154,2024-08-02 14:30:00,63012.9,63266.0,62838.87,62961.4,126.74595525
155,2024-08-02 14:45:00,62902.05,63069.0,62699.39,62823.96,143.81777666
156,2024-08-02 15:00:00,62823.96,62980.0,62612.0,62697.25,421.49136355
157,2024-08-02 15:15:00,62697.25,63015.0,62685.99,62835.77,408.25685538
158,2024-08-02 15:30:00,62837.27,63025.0,62468.22,62645.83,664.93514767
159,2024-08-02 15:45:00,62645.83,62869.0,62436.2,62553.57,677.87664245
160,2024-08-02 16:00:00,62557.76,63237.0,62532.96,62868.5,316.53242265
161,2024-08-02 16:15:00,62868.46,63084.0,62000.0,62470.76,490.6407631
162,2024-08-02 16:30:00,62470.76,62720.0,62213.42,62251.51,615.40026217
163,2024-08-02 16:45:00,62251.51,62733.0,62194.7,62556.8,195.58157253
164,2024-08-02 17:00:00,62557.56,62806.0,61857.35,61862.61,394.92248871
165,2024-08-02 17:15:00,61874.8,62294.0,61574.1,61597.0,765.2259603
166,2024-08-02 17:30:00,61598.78,62285.0,61195.0,61994.86,958.93279944
167,2024-08-02 17:45:00,61994.86,62262.0,61880.5,61923.31,186.54590672
168,2024-08-02 18:00:00,61922.88,62320.0,61910.22,62054.79,256.59557753
169,2024-08-02 18:15:00,62054.79,62223.0,61665.92,61926.87,114.99893565
170,2024-08-02 18:30:00,61899.9,62079.0,61582.28,61644.0,139.82278243
171,2024-08-02 18:45:00,61630.17,61789.0,61150.0,61308.96,284.44063106
172,2024-08-02 19:00:00,61460.0,61834.0,61222.75,61818.0,210.05033531
173,2024-08-02 19:15:00,61658.57,61855.0,61339.19,61689.71,147.55461778
174,2024-08-02 19:30:00,61689.71,61848.0,61399.0,61459.85,91.60892851
175,2024-08-02 19:45:00,61461.91,61620.0,61351.46,61418.06,148.43722358
176,2024-08-02 20:00:00,61410.0,61650.0,61343.46,61504.13,275.62973675
177,2024-08-02 20:15:00,61508.47,61763.0,61454.2,61468.24,115.31912749
178,2024-08-02 20:30:00,61581.4,61607.0,61253.2,61329.28,138.94418196
179,2024-08-02 20:45:00,61331.64,61573.0,60830.0,61174.0,504.62854568
180,2024-08-02 21:00:00,61061.59,61292.0,60240.5,60822.0,762.6653155299999
181,2024-08-02 21:15:00,60748.62,61201.0,60585.76,61119.02,266.77968786
182,2024-08-02 21:30:00,61172.5,61290.0,60765.34,61000.76,174.3050696
183,2024-08-02 21:45:00,60997.71,61388.0,60975.0,61257.02,155.73098369000002
184,2024-08-02 22:00:00,61284.9,61558.0,61172.0,61400.3,290.60825138
185,2024-08-02 22:15:00,61383.92,61621.0,61137.4,61227.51,166.07277296
186,2024-08-02 22:30:00,61225.8,61473.0,61137.77,61411.9,61.63672323
187,2024-08-02 22:45:00,61414.1,61510.0,61239.04,61364.41,97.83733387
188,2024-08-02 23:00:00,61378.0,61576.0,61220.35,61464.14,90.46014216
189,2024-08-02 23:15:00,61463.39,61830.0,61366.7,61663.13,192.05039515
190,2024-08-02 23:30:00,61663.13,61869.0,61573.9,61785.21,200.89953676
191,2024-08-02 23:45:00,61785.22,62001.0,61687.0,61841.89,184.57884472
192,2024-08-03 00:00:00,61841.7,62013.0,61737.23,61796.6,59.21673604
193,2024-08-03 00:15:00,61796.6,61906.0,61666.52,61748.15,50.29453702
194,2024-08-03 00:30:00,61748.15,61847.0,61216.8,61615.38,474.73871809
195,2024-08-03 00:45:00,61581.4,61725.0,61328.73,61562.3,99.01546975
196,2024-08-03 01:00:00,61466.7,61726.0,61455.34,61528.8,66.25050566
197,2024-08-03 01:15:00,61528.8,61688.0,61429.98,61513.61,31.17502123
198,2024-08-03 01:30:00,61515.84,61672.0,61480.18,61516.62,26.78282319
199,2024-08-03 01:45:00,61514.1,61741.0,61504.94,61636.79,34.92256568
200,2024-08-03 02:00:00,61630.2,61825.0,61596.56,61723.0,31.38399495
201,2024-08-03 02:15:00,61724.0,61863.0,61617.98,61684.42,40.42484288
202,2024-08-03 02:30:00,61682.96,61816.0,61605.45,61686.92,14.23201593
203,2024-08-03 02:45:00,61686.92,61871.0,61662.53,61760.69,18.90714572
204,2024-08-03 03:00:00,61762.5,61946.0,61676.63,61681.1,37.32125664
205,2024-08-03 03:15:00,61679.27,61830.0,61643.06,61695.0,60.87091851
206,2024-08-03 03:30:00,61686.15,61865.0,61669.88,61675.0,45.604579
207,2024-08-03 03:45:00,61675.56,61805.0,61554.27,61613.41,42.63828421
208,2024-08-03 04:00:00,61654.6,61779.0,61527.2,61732.0,26.15063309
209,2024-08-03 04:15:00,61596.82,61792.0,61495.66,61630.69,72.20013414
210,2024-08-03 04:30:00,61635.0,61731.0,61474.14,61500.37,31.96812221
211,2024-08-03 04:45:00,61496.42,61688.0,61421.03,61575.44,46.42819076
212,2024-08-03 05:00:00,61576.7,61692.0,61401.4,61462.0,46.60878871
213,2024-08-03 05:15:00,61459.23,61674.0,61412.96,61514.24,34.35141121
214,2024-08-03 05:30:00,61515.56,61785.0,61464.85,61692.3,59.02463768
215,2024-08-03 05:45:00,61636.39,61805.0,61544.26,61687.04,20.52235146
216,2024-08-03 06:00:00,61670.0,61834.0,61628.23,61725.29,54.49705501
217,2024-08-03 06:15:00,61722.1,61850.0,61616.95,61640.19,35.94992564
218,2024-08-03 06:30:00,61640.18,61874.0,61621.3,61738.92,29.76588189
219,2024-08-03 06:45:00,61749.0,61944.0,61723.25,61768.38,35.07278433
220,2024-08-03 07:00:00,61777.0,61951.0,61731.0,61842.02,50.15158685
221,2024-08-03 07:15:00,61780.9,62000.0,61780.9,61832.82,56.05753509
222,2024-08-03 07:30:00,61832.0,62043.0,61824.48,61891.55,44.54366092
223,2024-08-03 07:45:00,61887.7,62080.0,61824.2,61874.51,59.67758359
224,2024-08-03 08:00:00,61912.0,62060.0,61800.29,61944.69,51.69777189
225,2024-08-03 08:15:00,61941.15,62249.0,61894.92,62089.2,111.01393403
226,2024-08-03 08:30:00,62087.8,62260.0,62006.67,62106.2,55.05846437
227,2024-08-03 08:45:00,62071.91,62191.0,61910.0,61958.24,59.97256518
228,2024-08-03 09:00:00,61958.24,62123.0,61840.1,61888.07,49.65352729
229,2024-08-03 09:15:00,61889.47,62049.0,61804.75,61847.0,78.35449383999999
230,2024-08-03 09:30:00,61898.0,62058.0,61813.99,61841.5,56.49939001
231,2024-08-03 09:45:00,61839.99,62097.0,61817.0,61979.03,64.97684146
232,2024-08-03 10:00:00,61925.0,62203.0,61860.34,61920.5,53.45927633
233,2024-08-03 10:15:00,61920.51,62140.0,61889.0,62010.19,40.67811708
234,2024-08-03 10:30:00,62141.0,62239.0,62010.22,62099.51,90.78772964
235,2024-08-03 10:45:00,62099.51,62260.0,61916.51,61956.0,71.73280414999999
236,2024-08-03 11:00:00,61966.7,62189.0,61911.0,61952.54,38.76561708
237,2024-08-03 11:15:00,61954.66,62107.0,61504.1,61541.69,377.78262772
238,2024-08-03 11:30:00,61541.7,61800.0,61240.32,61363.81,232.43769113
239,2024-08-03 11:45:00,61368.48,61516.0,60773.9,61000.0,309.87017036
240,2024-08-03 12:00:00,60839.12,61113.0,60699.47,60816.13,209.43381982
241,2024-08-03 12:15:00,60816.12,61122.0,60391.0,60972.74,491.64635584
242,2024-08-03 12:30:00,60978.4,61346.0,60488.18,60528.45,427.5188447
243,2024-08-03 12:45:00,60537.16,61146.0,60332.9,60866.87,450.24897747
244,2024-08-03 13:00:00,60866.87,61089.0,60631.61,60766.06,148.03881139
245,2024-08-03 13:15:00,60767.1,60921.0,60536.0,60718.69,177.9548781
246,2024-08-03 13:30:00,60713.0,60900.0,60457.51,60751.28,455.16744936
247,2024-08-03 13:45:00,60881.0,60893.0,60401.67,60527.51,135.17388917
248,2024-08-03 14:00:00,60665.0,60784.0,60407.08,60536.16,129.40392065
249,2024-08-03 14:15:00,60537.45,60892.0,60388.89,60543.38,150.19153161
250,2024-08-03 14:30:00,60547.24,60836.0,60130.0,60320.68,516.06959428
251,2024-08-03 14:45:00,60320.67,60493.0,60163.93,60198.0,131.45018687
252,2024-08-03 15:00:00,60195.54,60379.0,60077.0,60328.0,128.7680539
253,2024-08-03 15:15:00,60174.53,60334.0,59888.0,59920.8,667.68272197
254,2024-08-03 15:30:00,59924.76,60264.0,59908.75,60069.31,222.86470564
255,2024-08-03 15:45:00,60069.31,60726.0,60059.6,60206.0,357.12635775
256,2024-08-03 16:00:00,60204.64,60586.0,60105.0,60410.29,253.50397141
257,2024-08-03 16:15:00,60415.21,60702.0,60312.55,60550.01,226.60659371
258,2024-08-03 16:30:00,60551.46,60799.0,60473.1,60621.0,147.06371335
259,2024-08-03 16:45:00,60494.27,60692.0,60286.28,60370.4,83.14717718
260,2024-08-03 17:00:00,60335.0,60505.0,59819.13,60217.53,467.0698028
261,2024-08-03 17:15:00,60216.94,60631.0,60092.42,60443.83,178.88963922
262,2024-08-03 17:30:00,60445.36,60783.0,60361.43,60656.46,177.45856281
263,2024-08-03 17:45:00,60657.8,60932.0,60507.54,60607.21,116.2156255
264,2024-08-03 18:00:00,60618.9,60847.0,60335.24,60649.38,159.93580483
265,2024-08-03 18:15:00,60649.37,60788.0,60532.94,60554.15,67.26897584
266,2024-08-03 18:30:00,60550.96,60809.0,60499.02,60500.31,47.7187203
267,2024-08-03 18:45:00,60500.32,60755.0,60497.27,60591.85,44.79274182
268,2024-08-03 19:00:00,60585.0,60786.0,60343.98,60452.77,200.24195378
269,2024-08-03 19:15:00,60452.77,60917.0,60379.63,60788.96,125.9223887
270,2024-08-03 19:30:00,60784.32,60915.0,60626.89,60759.15,96.37153812
271,2024-08-03 19:45:00,60759.15,60898.0,60644.68,60674.93,29.07400319
272,2024-08-03 20:00:00,60688.6,60870.0,60617.15,60718.32,33.27081287
273,2024-08-03 20:15:00,60733.2,60872.0,60568.0,60614.76,41.10622764
274,2024-08-03 20:30:00,60643.1,60907.0,60560.4,60743.69,44.42889459
275,2024-08-03 20:45:00,60743.69,60895.0,60642.54,60715.22,37.42459708
276,2024-08-03 21:00:00,60855.0,60859.0,60436.29,60537.83,89.79573861
277,2024-08-03 21:15:00,60537.82,60751.0,60473.52,60499.0,34.20087687
278,2024-08-03 21:30:00,60528.4,60670.0,60290.0,60441.9,93.13189229
279,2024-08-03 21:45:00,60456.64,60843.0,60441.8,60660.7,59.00803369
280,2024-08-03 22:00:00,60840.0,61074.0,60660.6,60844.0,87.3238213
281,2024-08-03 22:15:00,60845.92,61087.0,60818.22,60961.58,29.81746191
282,2024-08-03 22:30:00,60957.4,61213.0,60744.66,60756.56,84.08998243
283,2024-08-03 22:45:00,60755.94,61021.0,60748.04,60851.5,39.61350568
284,2024-08-03 23:00:00,60852.46,60992.0,60661.45,60766.94,120.39069928
285,2024-08-03 23:15:00,60772.0,60959.0,60670.9,60713.4,34.59406142
286,2024-08-03 23:30:00,60713.4,60901.0,60656.8,60720.52,41.42185764
287,2024-08-03 23:45:00,60720.53,60900.0,60673.66,60708.82,50.56223863
288,2024-08-04 00:00:00,60706.1,60867.0,60638.46,60684.38,27.87426751
289,2024-08-04 00:15:00,60681.17,60862.0,60661.82,60728.06,20.5565355
290,2024-08-04 00:30:00,60729.86,60881.0,60594.86,60616.37,33.43478821
291,2024-08-04 00:45:00,60616.36,60763.0,60513.69,60542.2,57.9099381
292,2024-08-04 01:00:00,60542.2,60738.0,60512.06,60588.63,25.68904231
293,2024-08-04 01:15:00,60586.45,60762.0,60560.0,60648.0,18.60351125
294,2024-08-04 01:30:00,60646.63,61009.0,60622.36,60816.1,76.97331001
295,2024-08-04 01:45:00,60814.96,60970.0,60719.27,60752.81,20.7859266
296,2024-08-04 02:00:00,60752.0,60904.0,60687.94,60709.36,49.05245364
297,2024-08-04 02:15:00,60706.58,60906.0,60673.19,60767.2,12.27763218
298,2024-08-04 02:30:00,60772.21,60938.0,60714.95,60729.15,12.18329629
299,2024-08-04 02:45:00,60729.15,60953.0,60729.15,60775.27,10.10012223
300,2024-08-04 03:00:00,60781.1,60929.0,60735.01,60770.05,16.796408800000002
301,2024-08-04 03:15:00,60769.07,60914.0,60557.0,60563.9,40.31718353
302,2024-08-04 03:30:00,60563.9,60729.0,60302.0,60377.77,272.76007581
303,2024-08-04 03:45:00,60377.77,60555.0,60215.35,60329.61,243.05462599
304,2024-08-04 04:00:00,60317.0,60554.0,60071.0,60210.83,79.70419534
305,2024-08-04 04:15:00,60210.83,60587.0,60166.07,60393.92,55.408313
306,2024-08-04 04:30:00,60391.0,60726.0,60391.0,60557.62,52.21489098
307,2024-08-04 04:45:00,60587.4,60757.0,60512.73,60526.73,30.72292143
308,2024-08-04 05:00:00,60543.3,60744.0,60467.0,60623.48,17.65708723
309,2024-08-04 05:15:00,60618.9,60769.0,60564.51,60621.46,56.32830143
310,2024-08-04 05:30:00,60611.3,60801.0,60579.49,60648.76,28.69089782
311,2024-08-04 05:45:00,60648.75,60831.0,60610.0,60667.69,12.04944119
312,2024-08-04 06:00:00,60680.8,60827.0,60502.42,60508.96,19.20427312
313,2024-08-04 06:15:00,60506.88,60838.0,60500.0,60677.2,19.14096073
314,2024-08-04 06:30:00,60648.38,60795.0,60588.8,60640.49,20.42587225
315,2024-08-04 06:45:00,60640.47,60938.0,60579.48,60783.27,59.37285216
316,2024-08-04 07:00:00,60761.9,61010.0,60734.0,60787.87,154.68745123
317,2024-08-04 07:15:00,60787.87,61083.0,60777.2,60930.5,39.72310424
318,2024-08-04 07:30:00,60928.66,61091.0,60807.0,60851.0,47.09678528
319,2024-08-04 07:45:00,60893.6,61020.0,60789.61,60873.0,48.15331813
320,2024-08-04 08:00:00,60875.3,61128.0,60773.59,60821.72,158.7011932
321,2024-08-04 08:15:00,60819.54,61051.0,60792.72,60850.0,113.73520018
322,2024-08-04 08:30:00,60850.0,61065.0,60850.0,61065.0,56.92380151
323,2024-08-04 08:45:00,60941.02,61175.0,60921.39,61036.07,83.29818507
324,2024-08-04 09:00:00,61026.23,61166.0,60854.89,60867.51,77.34482917
325,2024-08-04 09:15:00,60867.51,61029.0,60804.49,60875.28,48.60343533
326,2024-08-04 09:30:00,60884.1,61040.0,60815.54,60903.14,43.83777892
327,2024-08-04 09:45:00,60902.73,61012.0,60800.0,60800.01,64.08000473999999
328,2024-08-04 10:00:00,60950.0,60971.0,60459.91,60493.7,115.42124296
329,2024-08-04 10:15:00,60465.0,60666.0,60307.38,60350.1,138.51072936
330,2024-08-04 10:30:00,60341.47,60506.0,59648.9,59750.65,654.90858672
331,2024-08-04 10:45:00,59802.5,60047.0,59299.9,59539.23,801.4686160800001
332,2024-08-04 11:00:00,59554.0,59694.0,59163.3,59342.72,701.68435612
333,2024-08-04 11:15:00,59347.9,59552.0,59188.73,59281.0,212.95194105
334,2024-08-04 11:30:00,59274.86,59525.0,59100.0,59370.0,322.94005434
335,2024-08-04 11:45:00,59259.52,59376.0,58905.35,59019.3,444.28634304
336,2024-08-04 12:00:00,59035.11,59390.0,58854.39,59229.2,332.44227456
337,2024-08-04 12:15:00,59224.42,59363.0,58851.72,58917.0,289.20477551
338,2024-08-04 12:30:00,58925.0,59201.0,58774.43,58950.0,266.37184547
